Date,Fund Type,Local Recipient,Recipient,Source,Land Category,State,County,FIPS Code,Revenue Type,Disbursement
01/01/2019,State,State,State and local governments,Onshore,Onshore,South Dakota,"","",Sequestration,-2425.35
01/01/2019,State,State,State and local governments,Onshore,Onshore,South Dakota,"","",Royalties,-798.34
01/01/2019,State,State,State and local governments,Onshore,Onshore,South Dakota,"","",Royalties,29845.66
01/01/2019,State,State,State and local governments,Onshore,Onshore,South Dakota,"","",Other Distributions,6303.00
01/01/2019,State,State,State and local governments,Onshore,Onshore,South Dakota,"","",Rents & Bonuses,3490.00
01/01/2019,State,State,State and local governments,Onshore,Onshore,South Dakota,"","",Royalties,278.15
01/01/2019,State,State,State and local governments,Onshore,Onshore,New Mexico,"","",Other Distributions,3723.52
01/01/2019,State,State,State and local governments,Onshore,Onshore,New Mexico,"","",Royalties,1077.04
01/01/2019,State,State,State and local governments,Onshore,Onshore,New Mexico,"","",Royalties,16035662.65
01/01/2019,State,State,State and local governments,Onshore,Onshore,New Mexico,"","",Royalties,37712.46
01/01/2019,State,State,State and local governments,Onshore,Onshore,New Mexico,"","",Rents & Bonuses,83942.00
01/01/2019,State,State,State and local governments,Onshore,Onshore,New Mexico,"","",Other Distributions,224399.52
01/01/2019,State,State,State and local governments,Onshore,Onshore,New Mexico,"","",Royalties,279657.25
01/01/2019,State,State,State and local governments,Onshore,Onshore,New Mexico,"","",Rents & Bonuses,23488.97
01/01/2019,State,State,State and local governments,Onshore,Onshore,New Mexico,"","",Other Distributions,1566909.70
01/01/2019,State,State,State and local governments,Onshore,Onshore,New Mexico,"","",Royalties,43490.61
01/01/2019,State,State,State and local governments,Onshore,Onshore,New Mexico,"","",Royalties,39274573.63
01/01/2019,State,State,State and local governments,Onshore,Onshore,New Mexico,"","",Royalties,28287.44
01/01/2019,State,State,State and local governments,Onshore,Onshore,New Mexico,"","",Other Distributions,694.52
01/01/2019,State,State,State and local governments,Onshore,Onshore,New Mexico,"","",Royalties,-1152058.49
01/01/2019,State,State,State and local governments,Onshore,Onshore,New Mexico,"","",Sequestration,-3499996.77
01/01/2019,State,State,State and local governments,8(g) offshore,Offshore,Louisiana,"","",Royalties,196447.32
01/01/2019,State,State,State and local governments,8(g) offshore,Offshore,Louisiana,"","",Other Distributions,23606.95
01/01/2019,State,State,State and local governments,8(g) offshore,Offshore,Louisiana,"","",Royalties,304323.31
01/01/2019,State,State,State and local governments,8(g) offshore,Offshore,Louisiana,"","",Other Distributions,-905.26
01/01/2019,State,State,State and local governments,8(g) offshore,Offshore,Louisiana,"","",Royalties,-124665.00
01/01/2019,State,State,State and local governments,Onshore,Onshore,Missouri,"","",Sequestration,-6511.68
01/01/2019,State,State,State and local governments,Onshore,Onshore,Missouri,"","",Royalties,18593.18
01/01/2019,State,State,State and local governments,Onshore,Onshore,Missouri,"","",Royalties,86433.93
01/01/2019,State,State,State and local governments,Onshore,Onshore,Texas,"","",Sequestration,-28443.47
01/01/2019,State,State,State and local governments,Onshore,Onshore,Texas,"","",Royalties,-690.45
01/01/2019,State,State,State and local governments,Onshore,Onshore,Texas,"","",Royalties,9772.64
01/01/2019,State,State,State and local governments,Onshore,Onshore,Texas,"","",Royalties,309.21
01/01/2019,State,State,State and local governments,Onshore,Onshore,Texas,"","",Other Distributions,24090.48
01/01/2019,State,State,State and local governments,Onshore,Onshore,Texas,"","",Rents & Bonuses,503.5
01/01/2019,State,State,State and local governments,Onshore,Onshore,Texas,"","",Royalties,424780.20
01/01/2019,State,State,State and local governments,Onshore,Onshore,West Virginia,"","",Sequestration,-147.72
01/01/2019,State,State,State and local governments,Onshore,Onshore,Colorado,"","",Royalties,4300365.90
01/01/2019,State,State,State and local governments,Onshore,Onshore,Colorado,"","",Rents & Bonuses,7323.00
01/01/2019,State,State,State and local governments,Onshore,Onshore,Colorado,"","",Other Distributions,21969.00
01/01/2019,State,State,State and local governments,Onshore,Onshore,Colorado,"","",Royalties,68941.56
01/01/2019,State,State,State and local governments,Onshore,Onshore,Colorado,"","",Rents & Bonuses,46971.34
01/01/2019,State,State,State and local governments,Onshore,Onshore,Colorado,"","",Other Distributions,179351.77
01/01/2019,State,State,State and local governments,Onshore,Onshore,Colorado,"","",Royalties,1962744.38
01/01/2019,State,State,State and local governments,Onshore,Onshore,Colorado,"","",Rents & Bonuses,160
01/01/2019,State,State,State and local governments,Onshore,Onshore,Colorado,"","",Royalties,1371619.07
01/01/2019,State,State,State and local governments,Onshore,Onshore,Colorado,"","",Rents & Bonuses,179395.00
01/01/2019,State,State,State and local governments,Onshore,Onshore,Colorado,"","",Other Distributions,1589.34
01/01/2019,State,State,State and local governments,Onshore,Onshore,Colorado,"","",Royalties,838220.00
01/01/2019,State,State,State and local governments,Onshore,Onshore,Colorado,"","",Other Distributions,3.72
01/01/2019,State,State,State and local governments,Onshore,Onshore,Colorado,"","",Royalties,-179532.41
01/01/2019,State,State,State and local governments,Onshore,Onshore,Colorado,"","",Sequestration,-545545.54
01/01/2019,State,County,State and local governments,Onshore,Onshore,Nevada,Pershing,"32027",Royalties,111.61
01/01/2019,State,County,State and local governments,Onshore,Onshore,Nevada,Pershing,"32027",Sequestration,-6.92
01/01/2019,State,County,State and local governments,Onshore,Onshore,Nevada,Lyon,"32019",Royalties,274.45
01/01/2019,State,County,State and local governments,Onshore,Onshore,Nevada,Churchill,"32001",Rents & Bonuses,134.89
01/01/2019,State,State,State and local governments,Onshore,Onshore,West Virginia,"","",Other Distributions,2121.65
01/01/2019,State,State,State and local governments,Onshore,Onshore,West Virginia,"","",Royalties,261.03
01/01/2019,Lease Process Improvement (BLM),"",Other funds,Onshore,Onshore,"","","",Rents & Bonuses,160
01/01/2019,Reclamation Fund,Reclamation Fund,Reclamation Fund,Onshore,Onshore,"","","",Other Distributions,-288
01/01/2019,State,State,State and local governments,Onshore,Onshore,Ohio,"","",Sequestration,-1740.37
01/01/2019,State,State,State and local governments,Onshore,Onshore,Ohio,"","",Royalties,-0.66
01/01/2019,State,State,State and local governments,Onshore,Onshore,Ohio,"","",Royalties,5450.30
01/01/2019,State,State,State and local governments,Onshore,Onshore,Ohio,"","",Other Distributions,653.97
01/01/2019,State,State,State and local governments,Onshore,Onshore,Ohio,"","",Rents & Bonuses,574.88
01/01/2019,State,State,State and local governments,Onshore,Onshore,Ohio,"","",Royalties,21391.93
01/01/2019,State,County,State and local governments,Onshore,Onshore,Nevada,Churchill,"32001",Royalties,79220.22
01/01/2019,State,County,State and local governments,Onshore,Onshore,Nevada,Churchill,"32001",Rents & Bonuses,0
01/01/2019,State,County,State and local governments,Onshore,Onshore,Nevada,Churchill,"32001",Sequestration,-4920.02
01/01/2019,State,County,State and local governments,Onshore,Onshore,Nevada,Humboldt,"32013",Sequestration,-177.56
01/01/2019,State,County,State and local governments,Onshore,Onshore,Nevada,Humboldt,"32013",Royalties,2863.93
01/01/2019,State,State,State and local governments,Onshore,Onshore,Montana,"","",Sequestration,-154736.01
01/01/2019,State,State,State and local governments,Onshore,Onshore,Montana,"","",Royalties,-50933.47
01/01/2019,State,State,State and local governments,Onshore,Onshore,Montana,"","",Other Distributions,2.16
01/01/2019,State,State,State and local governments,Onshore,Onshore,Montana,"","",Royalties,1779926.44
01/01/2019,State,State,State and local governments,Onshore,Onshore,Montana,"","",Rents & Bonuses,60
01/01/2019,State,State,State and local governments,Onshore,Onshore,Montana,"","",Royalties,630282.03
01/01/2019,State,State,State and local governments,Onshore,Onshore,Florida,"","",Royalties,61056.53
01/01/2019,State,State,State and local governments,Onshore,Onshore,Florida,"","",Royalties,-1221.13
01/01/2019,State,State,State and local governments,Onshore,Onshore,Florida,"","",Sequestration,-3709.79
01/01/2019,State,State,State and local governments,8(g) offshore,Offshore,California,"","",Royalties,130435.30
01/01/2019,State,State,State and local governments,Onshore,Onshore,Montana,"","",Royalties,121.91
01/01/2019,State,State,State and local governments,Onshore,Onshore,Montana,"","",Other Distributions,7076.35
01/01/2019,State,State,State and local governments,Onshore,Onshore,Montana,"","",Rents & Bonuses,21523.00
01/01/2019,State,State,State and local governments,8(g) offshore,Offshore,California,"","",Royalties,1.45
01/01/2019,State,State,State and local governments,8(g) offshore,Offshore,California,"","",Royalties,3387.99
01/01/2019,State,State,State and local governments,Onshore,Onshore,Montana,"","",Royalties,107683.81
01/01/2019,State,State,State and local governments,8(g) offshore,Offshore,Texas,"","",Royalties,12102.36
01/01/2019,State,State,State and local governments,8(g) offshore,Offshore,Texas,"","",Other Distributions,1983.31
01/01/2019,State,State,State and local governments,8(g) offshore,Offshore,Texas,"","",Royalties,99.28
01/01/2019,State,State,State and local governments,8(g) offshore,Offshore,Texas,"","",Other Distributions,-0.41
01/01/2019,State,State,State and local governments,8(g) offshore,Offshore,Texas,"","",Royalties,194409.00
01/01/2019,State,State,State and local governments,Onshore,Onshore,Oklahoma,"","",Royalties,0.19
01/01/2019,State,State,State and local governments,Onshore,Onshore,Oklahoma,"","",Royalties,157287.00
01/01/2019,State,State,State and local governments,Onshore,Onshore,Oklahoma,"","",Other Distributions,-0.19
01/01/2019,State,State,State and local governments,Onshore,Onshore,Oklahoma,"","",Rents & Bonuses,1347.00
01/01/2019,State,State,State and local governments,Onshore,Onshore,Oklahoma,"","",Other Distributions,-21902.04
01/01/2019,State,State,State and local governments,Onshore,Onshore,Oklahoma,"","",Royalties,137185.33
01/01/2019,State,State,State and local governments,Onshore,Onshore,Oklahoma,"","",Royalties,-4785.71
01/01/2019,State,State,State and local governments,Onshore,Onshore,Oklahoma,"","",Sequestration,-16686.16
01/01/2019,State,County,State and local governments,Onshore,Onshore,Nevada,Lander,"32015",Sequestration,-1531.89
01/01/2019,State,County,State and local governments,Onshore,Onshore,Nevada,Lander,"32015",Royalties,24778.81
01/01/2019,State,State,State and local governments,Onshore,Onshore,Mississippi,"","",Sequestration,-2398.70
01/01/2019,State,State,State and local governments,Onshore,Onshore,Mississippi,"","",Royalties,-15.44
01/01/2019,State,State,State and local governments,Onshore,Onshore,Mississippi,"","",Royalties,34070.31
01/01/2019,State,State,State and local governments,Onshore,Onshore,Mississippi,"","",Other Distributions,68.41
01/01/2019,State,State,State and local governments,Onshore,Onshore,Mississippi,"","",Rents & Bonuses,3728.00
01/01/2019,State,State,State and local governments,Onshore,Onshore,Mississippi,"","",Royalties,837.54
01/01/2019,State,State,State and local governments,Onshore,Onshore,California,"","",Sequestration,-211371.12
01/01/2019,State,State,State and local governments,Onshore,Onshore,California,"","",Royalties,-69575.70
01/01/2019,State,State,State and local governments,Onshore,Onshore,California,"","",Other Distributions,2.3
01/01/2019,State,State,State and local governments,Onshore,Onshore,California,"","",Royalties,2638350.21
01/01/2019,State,State,State and local governments,Onshore,Onshore,California,"","",Other Distributions,1536.12
01/01/2019,State,State,State and local governments,Onshore,Onshore,California,"","",Rents & Bonuses,3071.50
01/01/2019,State,State,State and local governments,Onshore,Onshore,California,"","",Other Distributions,11614.50
01/01/2019,State,State,State and local governments,Onshore,Onshore,California,"","",Rents & Bonuses,5143.50
01/01/2019,State,State,State and local governments,Onshore,Onshore,California,"","",Royalties,383047.05
01/01/2019,State,State,State and local governments,Onshore,Onshore,California,"","",Other Distributions,25180.40
01/01/2019,State,State,State and local governments,Onshore,Onshore,California,"","",Rents & Bonuses,8418.02
01/01/2019,State,County,State and local governments,Onshore,Onshore,Nevada,Lander,"32015",Rents & Bonuses,-70.83
01/01/2019,State,County,State and local governments,Onshore,Onshore,Nevada,Lyon,"32019",Sequestration,-17.02
01/01/2019,State,County,State and local governments,Onshore,Onshore,California,Sonoma,"06097",Sequestration,-6125.88
01/01/2019,State,County,State and local governments,Onshore,Onshore,California,Sonoma,"06097",Royalties,98804.50
01/01/2019,Bureau of Safety & Environmental Enforcement,"",Other funds,Offshore,Offshore,"","","",Other Distributions,791051.65
01/01/2019,U.S. Treasury,U.S. Treasury,U.S. Treasury,Offshore,Offshore,"","","",Royalties,354967989.31
01/01/2019,U.S. Treasury,U.S. Treasury,U.S. Treasury,GOMESA offshore,Offshore,"","","",Royalties,24596741.10
01/01/2019,U.S. Treasury,U.S. Treasury,U.S. Treasury,Offshore,Offshore,"","","",Other Distributions,-2625302.92
01/01/2019,Land & Water Conservation Fund,Land and Water Conservation Fund,Land and Water Conservation Fund,GOMESA offshore,Offshore,"","","",Royalties,6149184.77
01/01/2019,U.S. Treasury,U.S. Treasury,U.S. Treasury,Offshore,Offshore,"","","",Rents & Bonuses,548691.00
01/01/2019,U.S. Treasury,U.S. Treasury,U.S. Treasury,GOMESA offshore,Offshore,"","","",Rents & Bonuses,985743.60
01/01/2019,U.S. Treasury,U.S. Treasury,U.S. Treasury,Offshore,Offshore,"","","",Royalties,7
01/01/2019,U.S. Treasury,U.S. Treasury,U.S. Treasury,GOMESA offshore,Offshore,"","","",Royalties,-773953.95
01/01/2019,Land & Water Conservation Fund,Land and Water Conservation Fund,Land and Water Conservation Fund,GOMESA offshore,Offshore,"","","",Rents & Bonuses,39152.88
01/01/2019,U.S. Treasury,U.S. Treasury,U.S. Treasury,Offshore,Offshore,"","","",Other Distributions,6280058.61
01/01/2019,Land & Water Conservation Fund,Land and Water Conservation Fund,Land and Water Conservation Fund,GOMESA offshore,Offshore,"","","",Royalties,-193488.52
01/01/2019,State,State,State and local governments,Onshore,Onshore,California,"","",Royalties,25392.34
01/01/2019,State,State,State and local governments,Onshore,Onshore,California,"","",Royalties,377031.46
01/01/2019,State,County,State and local governments,Onshore,Onshore,New Mexico,Dona Ana,"35013",Sequestration,-115.43
01/01/2019,State,State,State and local governments,Onshore,Onshore,Nevada,"","",Rents & Bonuses,6416.94
01/01/2019,State,State,State and local governments,Onshore,Onshore,Nevada,"","",Royalties,242260.08
01/01/2019,State,State,State and local governments,Onshore,Onshore,Nevada,"","",Rents & Bonuses,630.75
