Date,Land Class,Land Category,Commodity,Volume
12/01/2015,Federal,Offshore,Gas Prod Vol (mcf),112562781
12/01/2015,Federal,Offshore,Oil Prod Vol (bbl),50386806
12/01/2015,Native American,Onshore,Oil Prod Vol (bbl),5357626
12/01/2015,Native American,Onshore,Gas Prod Vol (mcf),27589230
12/01/2015,Native American,Onshore,Coal Prod Vol (tons),1228030
12/01/2015,Federal,Onshore,Gas Prod Vol (mcf),283841147
12/01/2015,Federal,Onshore,Oil Prod Vol (bbl),14139805
01/01/2016,Native American,Onshore,Coal Prod Vol (tons),1216479
01/01/2016,Native American,Onshore,Oil Prod Vol (bbl),5238844
01/01/2016,Native American,Onshore,Gas Prod Vol (mcf),27503367
01/01/2016,Federal,Onshore,Gas Prod Vol (mcf),277930332
01/01/2016,Federal,Offshore,Oil Prod Vol (bbl),50020200
01/01/2016,Federal,Offshore,Gas Prod Vol (mcf),109568584
01/01/2016,Federal,Onshore,Oil Prod Vol (bbl),14159680
01/01/2016,Federal,Onshore,Coal Prod Vol (tons),22385252
02/01/2016,Federal,Onshore,Oil Prod Vol (bbl),13635484
02/01/2016,Federal,Onshore,Coal Prod Vol (tons),21437741
02/01/2016,Federal,Offshore,Oil Prod Vol (bbl),45505050
02/01/2016,Native American,Onshore,Coal Prod Vol (tons),1100191
02/01/2016,Native American,Onshore,Oil Prod Vol (bbl),4809725
02/01/2016,Native American,Onshore,Gas Prod Vol (mcf),25801600
02/01/2016,Federal,Offshore,Gas Prod Vol (mcf),101488565
02/01/2016,Federal,Onshore,Gas Prod Vol (mcf),261948195
03/01/2016,Federal,Offshore,Gas Prod Vol (mcf),111857271
03/01/2016,Federal,Onshore,Gas Prod Vol (mcf),283066960
03/01/2016,Federal,Onshore,Oil Prod Vol (bbl),14527748
03/01/2016,Federal,Onshore,Coal Prod Vol (tons),20238449
03/01/2016,Native American,Onshore,Coal Prod Vol (tons),1349184
03/01/2016,Native American,Onshore,Oil Prod Vol (bbl),5355701
03/01/2016,Native American,Onshore,Gas Prod Vol (mcf),27745737
03/01/2016,Federal,Offshore,Oil Prod Vol (bbl),50565023
04/01/2016,Native American,Onshore,Coal Prod Vol (tons),701080
04/01/2016,Federal,Onshore,Gas Prod Vol (mcf),270463678
04/01/2016,Federal,Onshore,Oil Prod Vol (bbl),13778429
04/01/2016,Federal,Onshore,Coal Prod Vol (tons),18209082
04/01/2016,Native American,Onshore,Gas Prod Vol (mcf),26459348
04/01/2016,Native American,Onshore,Oil Prod Vol (bbl),4929677
04/01/2016,Federal,Offshore,Oil Prod Vol (bbl),47768826
04/01/2016,Federal,Offshore,Gas Prod Vol (mcf),102053631
05/01/2016,Native American,Onshore,Oil Prod Vol (bbl),4903468
05/01/2016,Native American,Onshore,Coal Prod Vol (tons),1022304
05/01/2016,Federal,Offshore,Oil Prod Vol (bbl),50008166
05/01/2016,Federal,Offshore,Gas Prod Vol (mcf),111068243
05/01/2016,Federal,Onshore,Gas Prod Vol (mcf),272269307
05/01/2016,Federal,Onshore,Oil Prod Vol (bbl),13863343
05/01/2016,Federal,Onshore,Coal Prod Vol (tons),17466152
05/01/2016,Native American,Onshore,Gas Prod Vol (mcf),27008124
06/01/2016,Federal,Onshore,Gas Prod Vol (mcf),266714374
06/01/2016,Native American,Onshore,Gas Prod Vol (mcf),25620056
06/01/2016,Native American,Onshore,Oil Prod Vol (bbl),4692685
06/01/2016,Native American,Onshore,Coal Prod Vol (tons),956567
06/01/2016,Federal,Offshore,Oil Prod Vol (bbl),47084648
06/01/2016,Federal,Offshore,Gas Prod Vol (mcf),97958782
06/01/2016,Federal,Onshore,Coal Prod Vol (tons),24182132
06/01/2016,Federal,Onshore,Oil Prod Vol (bbl),13318198
07/01/2016,Native American,Onshore,Coal Prod Vol (tons),976850
07/01/2016,Native American,Onshore,Oil Prod Vol (bbl),4946534
07/01/2016,Federal,Onshore,Coal Prod Vol (tons),23325633
07/01/2016,Federal,Offshore,Oil Prod Vol (bbl),49149480
07/01/2016,Federal,Onshore,Oil Prod Vol (bbl),13850700
07/01/2016,Federal,Onshore,Gas Prod Vol (mcf),261231063
07/01/2016,Federal,Offshore,Gas Prod Vol (mcf),103309483
07/01/2016,Native American,Onshore,Gas Prod Vol (mcf),26215847
08/01/2016,Native American,Onshore,Oil Prod Vol (bbl),4810249
08/01/2016,Federal,Offshore,Oil Prod Vol (bbl),50732184
08/01/2016,Federal,Onshore,Coal Prod Vol (tons),29500444
08/01/2016,Federal,Onshore,Oil Prod Vol (bbl),13637551
08/01/2016,Federal,Onshore,Gas Prod Vol (mcf),264517290
08/01/2016,Federal,Offshore,Gas Prod Vol (mcf),106372277
08/01/2016,Native American,Onshore,Gas Prod Vol (mcf),26725346
08/01/2016,Native American,Onshore,Coal Prod Vol (tons),1385942
09/01/2016,Federal,Onshore,Oil Prod Vol (bbl),13130394
09/01/2016,Federal,Onshore,Gas Prod Vol (mcf),268375594
09/01/2016,Federal,Offshore,Gas Prod Vol (mcf),98150271
09/01/2016,Native American,Onshore,Oil Prod Vol (bbl),4736255
09/01/2016,Native American,Onshore,Gas Prod Vol (mcf),26207153
09/01/2016,Native American,Onshore,Coal Prod Vol (tons),1093319
09/01/2016,Federal,Offshore,Oil Prod Vol (bbl),45793924
09/01/2016,Federal,Onshore,Coal Prod Vol (tons),27801819
10/01/2016,Native American,Onshore,Oil Prod Vol (bbl),5452877
10/01/2016,Federal,Offshore,Oil Prod Vol (bbl),50359020
10/01/2016,Federal,Onshore,Coal Prod Vol (tons),30281973
10/01/2016,Federal,Onshore,Oil Prod Vol (bbl),14237177
10/01/2016,Federal,Onshore,Gas Prod Vol (mcf),280875836
10/01/2016,Native American,Onshore,Gas Prod Vol (mcf),27164597
10/01/2016,Federal,Offshore,Gas Prod Vol (mcf),104778293
10/01/2016,Native American,Onshore,Coal Prod Vol (tons),1317886
11/01/2016,Native American,Onshore,Oil Prod Vol (bbl),5047671
11/01/2016,Native American,Onshore,Gas Prod Vol (mcf),25828120
11/01/2016,Native American,Onshore,Coal Prod Vol (tons),1334842
11/01/2016,Federal,Onshore,Coal Prod Vol (tons),29341898
11/01/2016,Federal,Onshore,Oil Prod Vol (bbl),13676766
11/01/2016,Federal,Onshore,Gas Prod Vol (mcf),269077337
11/01/2016,Federal,Offshore,Oil Prod Vol (bbl),51136270
11/01/2016,Federal,Offshore,Gas Prod Vol (mcf),102108655
12/01/2016,Federal,Offshore,Gas Prod Vol (mcf),108062308
12/01/2016,Federal,Onshore,Gas Prod Vol (mcf),273133886
12/01/2016,Federal,Onshore,Oil Prod Vol (bbl),13754443
12/01/2016,Federal,Onshore,Coal Prod Vol (tons),27874498
12/01/2016,Native American,Onshore,Coal Prod Vol (tons),1275026
12/01/2016,Native American,Onshore,Oil Prod Vol (bbl),5225411
12/01/2016,Native American,Onshore,Gas Prod Vol (mcf),26217951
12/01/2016,Federal,Offshore,Oil Prod Vol (bbl),54384661
01/01/2017,Native American,Onshore,Coal Prod Vol (tons),1386837
01/01/2017,Native American,Onshore,Gas Prod Vol (mcf),25643264
01/01/2017,Federal,Offshore,Gas Prod Vol (mcf),106371569
01/01/2017,Federal,Onshore,Gas Prod Vol (mcf),267984950
01/01/2017,Federal,Offshore,Oil Prod Vol (bbl),54837729
01/01/2017,Federal,Onshore,Oil Prod Vol (bbl),13822795
01/01/2017,Federal,Onshore,Coal Prod Vol (tons),30451363
01/01/2017,Native American,Onshore,Oil Prod Vol (bbl),5398096
02/01/2017,Federal,Onshore,Coal Prod Vol (tons),26764551
02/01/2017,Federal,Onshore,Gas Prod Vol (mcf),244298346
02/01/2017,Federal,Onshore,Oil Prod Vol (bbl),13152413
02/01/2017,Federal,Offshore,Gas Prod Vol (mcf),93082910
02/01/2017,Native American,Onshore,Gas Prod Vol (mcf),23376527
02/01/2017,Native American,Onshore,Oil Prod Vol (bbl),5018737
02/01/2017,Native American,Onshore,Coal Prod Vol (tons),1270347
02/01/2017,Federal,Offshore,Oil Prod Vol (bbl),49591639
03/01/2017,Federal,Onshore,Gas Prod Vol (mcf),274633133
03/01/2017,Native American,Onshore,Gas Prod Vol (mcf),26165243
03/01/2017,Federal,Onshore,Oil Prod Vol (bbl),14995111
03/01/2017,Federal,Offshore,Gas Prod Vol (mcf),106321286
03/01/2017,Federal,Offshore,Oil Prod Vol (bbl),55601947
03/01/2017,Federal,Onshore,Coal Prod Vol (tons),24856969
03/01/2017,Native American,Onshore,Coal Prod Vol (tons),994299
03/01/2017,Native American,Onshore,Oil Prod Vol (bbl),5666954
04/01/2017,Federal,Offshore,Gas Prod Vol (mcf),95310966
04/01/2017,Federal,Onshore,Coal Prod Vol (tons),23773493
04/01/2017,Native American,Onshore,Coal Prod Vol (tons),1006718
04/01/2017,Native American,Onshore,Oil Prod Vol (bbl),5558251
04/01/2017,Native American,Onshore,Gas Prod Vol (mcf),25519914
04/01/2017,Federal,Offshore,Oil Prod Vol (bbl),50482825
04/01/2017,Federal,Onshore,Gas Prod Vol (mcf),267102922
04/01/2017,Federal,Onshore,Oil Prod Vol (bbl),14590418
05/01/2017,Federal,Onshore,Coal Prod Vol (tons),26338321
05/01/2017,Native American,Onshore,Gas Prod Vol (mcf),27201290
05/01/2017,Federal,Offshore,Oil Prod Vol (bbl),52785829
05/01/2017,Federal,Onshore,Gas Prod Vol (mcf),270243602
05/01/2017,Federal,Onshore,Oil Prod Vol (bbl),15494026
05/01/2017,Native American,Onshore,Coal Prod Vol (tons),1133016
05/01/2017,Native American,Onshore,Oil Prod Vol (bbl),5782689
05/01/2017,Federal,Offshore,Gas Prod Vol (mcf),99387051
06/01/2017,Federal,Offshore,Oil Prod Vol (bbl),49430561
06/01/2017,Federal,Offshore,Gas Prod Vol (mcf),90631538
06/01/2017,Native American,Onshore,Coal Prod Vol (tons),1211408
06/01/2017,Federal,Onshore,Coal Prod Vol (tons),26859514
06/01/2017,Federal,Onshore,Oil Prod Vol (bbl),14330122
06/01/2017,Federal,Onshore,Gas Prod Vol (mcf),263892783
06/01/2017,Native American,Onshore,Oil Prod Vol (bbl),5851983
06/01/2017,Native American,Onshore,Gas Prod Vol (mcf),26951847
07/01/2017,Federal,Onshore,Coal Prod Vol (tons),29686410
07/01/2017,Federal,Onshore,Oil Prod Vol (bbl),15132492
07/01/2017,Federal,Onshore,Gas Prod Vol (mcf),271626261
07/01/2017,Native American,Onshore,Gas Prod Vol (mcf),28004230
07/01/2017,Native American,Onshore,Coal Prod Vol (tons),920473
07/01/2017,Federal,Offshore,Oil Prod Vol (bbl),55000595
07/01/2017,Federal,Offshore,Gas Prod Vol (mcf),97839271
07/01/2017,Native American,Onshore,Oil Prod Vol (bbl),6036402
08/01/2017,Federal,Onshore,Oil Prod Vol (bbl),15691722
08/01/2017,Federal,Onshore,Gas Prod Vol (mcf),271171124
08/01/2017,Federal,Onshore,Coal Prod Vol (tons),30158575
08/01/2017,Federal,Offshore,Oil Prod Vol (bbl),53807564
08/01/2017,Federal,Offshore,Gas Prod Vol (mcf),92785861
08/01/2017,Native American,Onshore,Gas Prod Vol (mcf),28799933
08/01/2017,Native American,Onshore,Oil Prod Vol (bbl),6436991
08/01/2017,Native American,Onshore,Coal Prod Vol (tons),1203341
09/01/2017,Federal,Offshore,Gas Prod Vol (mcf),88478499
09/01/2017,Native American,Onshore,Gas Prod Vol (mcf),27875212
09/01/2017,Native American,Onshore,Oil Prod Vol (bbl),6208328
09/01/2017,Native American,Onshore,Coal Prod Vol (tons),958857
09/01/2017,Federal,Offshore,Oil Prod Vol (bbl),51299085
09/01/2017,Federal,Onshore,Gas Prod Vol (mcf),267612930
09/01/2017,Federal,Onshore,Oil Prod Vol (bbl),16088671
09/01/2017,Federal,Onshore,Coal Prod Vol (tons),27217702
10/01/2017,Federal,Offshore,Oil Prod Vol (bbl),46471683
10/01/2017,Federal,Onshore,Coal Prod Vol (tons),27484858
10/01/2017,Native American,Onshore,Gas Prod Vol (mcf),29377437
10/01/2017,Native American,Onshore,Oil Prod Vol (bbl),6583521
10/01/2017,Native American,Onshore,Coal Prod Vol (tons),1123323
10/01/2017,Federal,Onshore,Gas Prod Vol (mcf),277201113
10/01/2017,Federal,Onshore,Oil Prod Vol (bbl),17021208
10/01/2017,Federal,Offshore,Gas Prod Vol (mcf),80366430
11/01/2017,Federal,Offshore,Gas Prod Vol (mcf),81786392
11/01/2017,Federal,Offshore,Oil Prod Vol (bbl),51449089
11/01/2017,Native American,Onshore,Gas Prod Vol (mcf),29290147
11/01/2017,Native American,Onshore,Oil Prod Vol (bbl),6577438
11/01/2017,Native American,Onshore,Coal Prod Vol (tons),1147396
11/01/2017,Federal,Onshore,Gas Prod Vol (mcf),271385207
11/01/2017,Federal,Onshore,Oil Prod Vol (bbl),16818588
11/01/2017,Federal,Onshore,Coal Prod Vol (tons),26341943
12/01/2017,Federal,Onshore,Oil Prod Vol (bbl),17947445
12/01/2017,Federal,Onshore,Gas Prod Vol (mcf),283212289
12/01/2017,Native American,Onshore,Oil Prod Vol (bbl),6774165
12/01/2017,Native American,Onshore,Coal Prod Vol (tons),1361183
12/01/2017,Federal,Offshore,Oil Prod Vol (bbl),49115768
12/01/2017,Federal,Offshore,Gas Prod Vol (mcf),78480058
12/01/2017,Federal,Onshore,Coal Prod Vol (tons),26144818
12/01/2017,Native American,Onshore,Gas Prod Vol (mcf),31129476
01/01/2018,Native American,Onshore,Gas Prod Vol (mcf),31511555
01/01/2018,Federal,Onshore,Gas Prod Vol (mcf),281186852
01/01/2018,Federal,Onshore,Oil Prod Vol (bbl),17546768
01/01/2018,Federal,Onshore,Coal Prod Vol (tons),24632904
01/01/2018,Federal,Offshore,Gas Prod Vol (mcf),79016519
01/01/2018,Federal,Offshore,Oil Prod Vol (bbl),51241774
01/01/2018,Native American,Onshore,Coal Prod Vol (tons),1354891
01/01/2018,Native American,Onshore,Oil Prod Vol (bbl),6696783
02/01/2018,Federal,Offshore,Gas Prod Vol (mcf),74931897
02/01/2018,Federal,Onshore,Oil Prod Vol (bbl),16590992
02/01/2018,Federal,Onshore,Gas Prod Vol (mcf),255480089
02/01/2018,Native American,Onshore,Gas Prod Vol (mcf),28559132
02/01/2018,Native American,Onshore,Oil Prod Vol (bbl),5906443
02/01/2018,Native American,Onshore,Coal Prod Vol (tons),701497
02/01/2018,Federal,Onshore,Coal Prod Vol (tons),25195995
02/01/2018,Federal,Offshore,Oil Prod Vol (bbl),48387732
03/01/2018,Federal,Onshore,Coal Prod Vol (tons),25653837
03/01/2018,Federal,Onshore,Oil Prod Vol (bbl),18726740
03/01/2018,Federal,Onshore,Gas Prod Vol (mcf),283992478
03/01/2018,Federal,Offshore,Oil Prod Vol (bbl),53328598
03/01/2018,Federal,Offshore,Gas Prod Vol (mcf),84070523
03/01/2018,Native American,Onshore,Gas Prod Vol (mcf),33078708
03/01/2018,Native American,Onshore,Oil Prod Vol (bbl),6994504
03/01/2018,Native American,Onshore,Coal Prod Vol (tons),827534
04/01/2018,Federal,Offshore,Gas Prod Vol (mcf),76397288
04/01/2018,Native American,Onshore,Coal Prod Vol (tons),815363
04/01/2018,Native American,Onshore,Oil Prod Vol (bbl),7466752
04/01/2018,Native American,Onshore,Gas Prod Vol (mcf),32966604
04/01/2018,Federal,Offshore,Oil Prod Vol (bbl),48560612
04/01/2018,Federal,Onshore,Coal Prod Vol (tons),22154981
04/01/2018,Federal,Onshore,Gas Prod Vol (mcf),274520944
04/01/2018,Federal,Onshore,Oil Prod Vol (bbl),18966151
05/01/2018,Federal,Offshore,Oil Prod Vol (bbl),48110731
05/01/2018,Federal,Onshore,Coal Prod Vol (tons),22509973
05/01/2018,Federal,Onshore,Gas Prod Vol (mcf),280820712
05/01/2018,Federal,Onshore,Oil Prod Vol (bbl),19441017
05/01/2018,Native American,Onshore,Gas Prod Vol (mcf),33765843
05/01/2018,Native American,Onshore,Coal Prod Vol (tons),1223737
05/01/2018,Native American,Onshore,Oil Prod Vol (bbl),7711291
05/01/2018,Federal,Offshore,Gas Prod Vol (mcf),78906829
06/01/2018,Native American,Onshore,Gas Prod Vol (mcf),32675087
06/01/2018,Federal,Onshore,Gas Prod Vol (mcf),268648533
06/01/2018,Federal,Onshore,Oil Prod Vol (bbl),18450707
06/01/2018,Federal,Onshore,Coal Prod Vol (tons),24851719
06/01/2018,Federal,Offshore,Oil Prod Vol (bbl),50368138
06/01/2018,Federal,Offshore,Gas Prod Vol (mcf),79153499
06/01/2018,Native American,Onshore,Coal Prod Vol (tons),1024930
06/01/2018,Native American,Onshore,Oil Prod Vol (bbl),7239784
07/01/2018,Federal,Onshore,Gas Prod Vol (mcf),281737495
07/01/2018,Federal,Onshore,Oil Prod Vol (bbl),19581327
07/01/2018,Federal,Offshore,Oil Prod Vol (bbl),58348140
07/01/2018,Federal,Offshore,Gas Prod Vol (mcf),92152778
07/01/2018,Native American,Onshore,Oil Prod Vol (bbl),7236319
07/01/2018,Federal,Onshore,Coal Prod Vol (tons),26629804
07/01/2018,Native American,Onshore,Coal Prod Vol (tons),1200779
07/01/2018,Native American,Onshore,Gas Prod Vol (mcf),33113335
08/01/2018,Native American,Onshore,Oil Prod Vol (bbl),7416912
08/01/2018,Federal,Onshore,Gas Prod Vol (mcf),283783628
08/01/2018,Federal,Onshore,Oil Prod Vol (bbl),21001100
08/01/2018,Federal,Onshore,Coal Prod Vol (tons),27555964
08/01/2018,Federal,Offshore,Oil Prod Vol (bbl),61082825
08/01/2018,Federal,Offshore,Gas Prod Vol (mcf),98058558
08/01/2018,Native American,Onshore,Gas Prod Vol (mcf),33513839
08/01/2018,Native American,Onshore,Coal Prod Vol (tons),1444528
09/01/2018,Native American,Onshore,Gas Prod Vol (mcf),33087788
09/01/2018,Federal,Offshore,Gas Prod Vol (mcf),88571147
09/01/2018,Federal,Offshore,Oil Prod Vol (bbl),54370081
09/01/2018,Federal,Onshore,Gas Prod Vol (mcf),276262312
09/01/2018,Federal,Onshore,Oil Prod Vol (bbl),21221840
09/01/2018,Federal,Onshore,Coal Prod Vol (tons),29721951
09/01/2018,Native American,Onshore,Coal Prod Vol (tons),1182334
09/01/2018,Native American,Onshore,Oil Prod Vol (bbl),7545566
10/01/2018,Native American,Onshore,Oil Prod Vol (bbl),7784446
10/01/2018,Federal,Onshore,Oil Prod Vol (bbl),22927704
10/01/2018,Native American,Onshore,Coal Prod Vol (tons),1252350
10/01/2018,Federal,Offshore,Gas Prod Vol (mcf),86433442
10/01/2018,Federal,Offshore,Oil Prod Vol (bbl),54680205
10/01/2018,Federal,Onshore,Gas Prod Vol (mcf),289766366
10/01/2018,Federal,Onshore,Coal Prod Vol (tons),26731949
10/01/2018,Native American,Onshore,Gas Prod Vol (mcf),33880348
11/01/2018,Federal,Onshore,Oil Prod Vol (bbl),21963592
11/01/2018,Native American,Onshore,Coal Prod Vol (tons),1487964
11/01/2018,Federal,Onshore,Coal Prod Vol (tons),26932688
11/01/2018,Federal,Offshore,Gas Prod Vol (mcf),90541478
11/01/2018,Federal,Onshore,Gas Prod Vol (mcf),278024267
11/01/2018,Native American,Onshore,Gas Prod Vol (mcf),32522557
11/01/2018,Native American,Onshore,Oil Prod Vol (bbl),7778277
11/01/2018,Federal,Offshore,Oil Prod Vol (bbl),58952329
12/01/2018,Federal,Offshore,Oil Prod Vol (bbl),59996420
12/01/2018,Federal,Offshore,Gas Prod Vol (mcf),92331546
12/01/2018,Federal,Onshore,Oil Prod Vol (bbl),23290626
12/01/2018,Federal,Onshore,Gas Prod Vol (mcf),288955169
12/01/2018,Native American,Onshore,Gas Prod Vol (mcf),33477022
12/01/2018,Native American,Onshore,Oil Prod Vol (bbl),7905410
12/01/2018,Native American,Onshore,Coal Prod Vol (tons),1368888
12/01/2018,Federal,Onshore,Coal Prod Vol (tons),28361627
01/01/2019,Native American,Onshore,Oil Prod Vol (bbl),8059499
01/01/2019,Native American,Onshore,Gas Prod Vol (mcf),32912147
01/01/2019,Federal,Onshore,Gas Prod Vol (mcf),281274717
01/01/2019,Federal,Offshore,Oil Prod Vol (bbl),59870498
01/01/2019,Federal,Onshore,Oil Prod Vol (bbl),23596597
01/01/2019,Federal,Onshore,Coal Prod Vol (tons),28977593
01/01/2019,Federal,Offshore,Gas Prod Vol (mcf),94251128
01/01/2019,Native American,Onshore,Coal Prod Vol (tons),1150322
02/01/2019,Federal,Offshore,Oil Prod Vol (bbl),48948677
02/01/2019,Federal,Onshore,Coal Prod Vol (tons),22819653
02/01/2019,Federal,Onshore,Oil Prod Vol (bbl),21856684
02/01/2019,Federal,Onshore,Gas Prod Vol (mcf),257123824
02/01/2019,Native American,Onshore,Oil Prod Vol (bbl),7133145
02/01/2019,Native American,Onshore,Gas Prod Vol (mcf),29137673
02/01/2019,Federal,Offshore,Gas Prod Vol (mcf),80433222
02/01/2019,Native American,Onshore,Coal Prod Vol (tons),1113086
03/01/2019,Native American,Onshore,Coal Prod Vol (tons),979629
03/01/2019,Federal,Onshore,Coal Prod Vol (tons),18331999
03/01/2019,Native American,Onshore,Oil Prod Vol (bbl),8376271
03/01/2019,Federal,Onshore,Gas Prod Vol (mcf),286999058
03/01/2019,Federal,Onshore,Oil Prod Vol (bbl),25035733
03/01/2019,Federal,Offshore,Oil Prod Vol (bbl),60021259
03/01/2019,Federal,Offshore,Gas Prod Vol (mcf),96100021
03/01/2019,Native American,Onshore,Gas Prod Vol (mcf),33594861
04/01/2019,Federal,Offshore,Oil Prod Vol (bbl),59304751
04/01/2019,Native American,Onshore,Gas Prod Vol (mcf),33901120
04/01/2019,Native American,Onshore,Coal Prod Vol (tons),1556977
04/01/2019,Native American,Onshore,Oil Prod Vol (bbl),8234670
04/01/2019,Federal,Onshore,Gas Prod Vol (mcf),279006267
04/01/2019,Federal,Onshore,Oil Prod Vol (bbl),24121597
04/01/2019,Federal,Onshore,Coal Prod Vol (tons),25741411
04/01/2019,Federal,Offshore,Gas Prod Vol (mcf),91177795
05/01/2019,Native American,Onshore,Gas Prod Vol (mcf),34614652
05/01/2019,Native American,Onshore,Oil Prod Vol (bbl),8524854
05/01/2019,Federal,Onshore,Gas Prod Vol (mcf),289860648
05/01/2019,Federal,Onshore,Oil Prod Vol (bbl),25370026
05/01/2019,Federal,Onshore,Coal Prod Vol (tons),24071406
05/01/2019,Federal,Offshore,Oil Prod Vol (bbl),59782689
05/01/2019,Federal,Offshore,Gas Prod Vol (mcf),91699218
05/01/2019,Native American,Onshore,Coal Prod Vol (tons),1347300
06/01/2019,Native American,Onshore,Gas Prod Vol (mcf),34502285
06/01/2019,Federal,Offshore,Gas Prod Vol (mcf),85328250
06/01/2019,Federal,Offshore,Oil Prod Vol (bbl),58115592
06/01/2019,Federal,Onshore,Coal Prod Vol (tons),22173626
06/01/2019,Federal,Onshore,Oil Prod Vol (bbl),24480848
06/01/2019,Native American,Onshore,Coal Prod Vol (tons),1002502
06/01/2019,Federal,Onshore,Gas Prod Vol (mcf),281721661
06/01/2019,Native American,Onshore,Oil Prod Vol (bbl),8804675
07/01/2019,Federal,Onshore,Gas Prod Vol (mcf),274784792
07/01/2019,Federal,Onshore,Oil Prod Vol (bbl),24647964
07/01/2019,Federal,Onshore,Coal Prod Vol (tons),24792370
07/01/2019,Native American,Onshore,Gas Prod Vol (mcf),36101658
07/01/2019,Native American,Onshore,Oil Prod Vol (bbl),9383352
07/01/2019,Native American,Onshore,Coal Prod Vol (tons),906463
07/01/2019,Federal,Offshore,Oil Prod Vol (bbl),47897017
07/01/2019,Federal,Offshore,Gas Prod Vol (mcf),70681791
08/01/2019,Federal,Onshore,Oil Prod Vol (bbl),25533546
08/01/2019,Federal,Onshore,Coal Prod Vol (tons),27972989
08/01/2019,Federal,Offshore,Oil Prod Vol (bbl),63815703
08/01/2019,Federal,Offshore,Gas Prod Vol (mcf),94371270
08/01/2019,Native American,Onshore,Gas Prod Vol (mcf),36292887
08/01/2019,Native American,Onshore,Oil Prod Vol (bbl),9369879
08/01/2019,Native American,Onshore,Coal Prod Vol (tons),1341162
08/01/2019,Federal,Onshore,Gas Prod Vol (mcf),282264110
09/01/2019,Federal,Offshore,Oil Prod Vol (bbl),57909529
09/01/2019,Federal,Offshore,Gas Prod Vol (mcf),87744709
09/01/2019,Federal,Onshore,Gas Prod Vol (mcf),282398012
09/01/2019,Federal,Onshore,Oil Prod Vol (bbl),25739557
09/01/2019,Federal,Onshore,Coal Prod Vol (tons),25445787
09/01/2019,Native American,Onshore,Gas Prod Vol (mcf),36019846
09/01/2019,Native American,Onshore,Oil Prod Vol (bbl),9338912
09/01/2019,Native American,Onshore,Coal Prod Vol (tons),847728
10/01/2019,Native American,Onshore,Oil Prod Vol (bbl),10322629
10/01/2019,Native American,Onshore,Coal Prod Vol (tons),711302
10/01/2019,Federal,Onshore,Gas Prod Vol (mcf),293554544
10/01/2019,Federal,Offshore,Gas Prod Vol (mcf),90465542
10/01/2019,Federal,Offshore,Oil Prod Vol (bbl),59753191
10/01/2019,Federal,Onshore,Oil Prod Vol (bbl),26691941
10/01/2019,Federal,Onshore,Coal Prod Vol (tons),25341262
10/01/2019,Native American,Onshore,Gas Prod Vol (mcf),37988430
11/01/2019,Federal,Onshore,Coal Prod Vol (tons),21889815
11/01/2019,Native American,Onshore,Gas Prod Vol (mcf),36879781
11/01/2019,Native American,Onshore,Oil Prod Vol (bbl),10224712
11/01/2019,Native American,Onshore,Coal Prod Vol (tons),552751
11/01/2019,Federal,Offshore,Gas Prod Vol (mcf),87444746
11/01/2019,Federal,Offshore,Oil Prod Vol (bbl),60408085
11/01/2019,Federal,Onshore,Gas Prod Vol (mcf),284553449
11/01/2019,Federal,Onshore,Oil Prod Vol (bbl),26783336
12/01/2019,Federal,Offshore,Oil Prod Vol (bbl),61828976
12/01/2019,Native American,Onshore,Coal Prod Vol (tons),540830
12/01/2019,Native American,Onshore,Oil Prod Vol (bbl),10319507
12/01/2019,Federal,Onshore,Gas Prod Vol (mcf),294136952
12/01/2019,Federal,Onshore,Oil Prod Vol (bbl),28017522
12/01/2019,Federal,Onshore,Coal Prod Vol (tons),23608717
12/01/2019,Native American,Onshore,Gas Prod Vol (mcf),37058621
12/01/2019,Federal,Offshore,Gas Prod Vol (mcf),91501495
01/01/2020,Native American,Onshore,Oil Prod Vol (bbl),9366376
01/01/2020,Federal,Onshore,Gas Prod Vol (mcf),293341140
01/01/2020,Federal,Onshore,Oil Prod Vol (bbl),27882873
01/01/2020,Federal,Onshore,Coal Prod Vol (tons),23240008
01/01/2020,Federal,Offshore,Gas Prod Vol (mcf),90316591
01/01/2020,Federal,Offshore,Oil Prod Vol (bbl),62074209
01/01/2020,Native American,Onshore,Coal Prod Vol (tons),607705
01/01/2020,Native American,Onshore,Gas Prod Vol (mcf),35405131
02/01/2020,Native American,Onshore,Gas Prod Vol (mcf),33656980
02/01/2020,Federal,Offshore,Gas Prod Vol (mcf),84850875
02/01/2020,Native American,Onshore,Coal Prod Vol (tons),466920
02/01/2020,Federal,Offshore,Oil Prod Vol (bbl),58199758
02/01/2020,Federal,Onshore,Gas Prod Vol (mcf),272347893
02/01/2020,Federal,Onshore,Oil Prod Vol (bbl),26809614
02/01/2020,Federal,Onshore,Coal Prod Vol (tons),19570496
02/01/2020,Native American,Onshore,Oil Prod Vol (bbl),8916210
03/01/2020,Native American,Onshore,Gas Prod Vol (mcf),35699046
03/01/2020,Federal,Onshore,Gas Prod Vol (mcf),290694408
03/01/2020,Federal,Onshore,Oil Prod Vol (bbl),29770437
03/01/2020,Federal,Onshore,Coal Prod Vol (tons),19696425
03/01/2020,Federal,Offshore,Oil Prod Vol (bbl),61624976
03/01/2020,Native American,Onshore,Coal Prod Vol (tons),569826
03/01/2020,Native American,Onshore,Oil Prod Vol (bbl),9331803
